Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Hyundai,2014,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Compact,2dr Hatchback,36.0,28.0,1439.0,21650.0
Hyundai,2014,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,33.0,24.0,1439.0,22300.0
Hyundai,2014,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,33.0,24.0,1439.0,22300.0
Hyundai,2014,regular unleaded,138.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,35.0,26.0,1439.0,17800.0
Hyundai,2014,regular unleaded,138.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,35.0,26.0,1439.0,17800.0
Hyundai,2014,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Compact,2dr Hatchback,36.0,28.0,1439.0,19050.0
Hyundai,2014,regular unleaded,138.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,35.0,26.0,1439.0,17800.0
Hyundai,2014,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,33.0,24.0,1439.0,21300.0
Hyundai,2014,regular unleaded,201.0,4.0,AUTOMATIC,front wheel drive,3,Compact,2dr Hatchback,31.0,24.0,1439.0,23300.0
Hyundai,2014,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Compact,2dr Hatchback,36.0,28.0,1439.0,19050.0
Hyundai,2015,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Compact,2dr Hatchback,36.0,27.0,1439.0,19250.0
Hyundai,2015,regular unleaded,201.0,4.0,AUTOMATIC,front wheel drive,3,Compact,2dr Hatchback,31.0,24.0,1439.0,23600.0
Hyundai,2015,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Compact,2dr Hatchback,36.0,27.0,1439.0,21950.0
Hyundai,2015,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Compact,2dr Hatchback,36.0,27.0,1439.0,21950.0
Hyundai,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,35.0,26.0,1439.0,18000.0
Hyundai,2015,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,33.0,24.0,1439.0,22600.0
Hyundai,2015,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,33.0,24.0,1439.0,21600.0
Hyundai,2016,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Compact,2dr Hatchback,36.0,28.0,1439.0,19100.0
Hyundai,2016,regular unleaded,132.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,35.0,27.0,1439.0,18000.0
Hyundai,2016,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,33.0,25.0,1439.0,23950.0
Hyundai,2016,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,33.0,25.0,1439.0,21600.0
Hyundai,2016,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Compact,2dr Hatchback,36.0,28.0,1439.0,19100.0
Hyundai,2016,regular unleaded,132.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,35.0,27.0,1439.0,18000.0
Hyundai,2016,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Compact,2dr Hatchback,33.0,27.0,1439.0,23800.0
Hyundai,2016,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,33.0,25.0,1439.0,22600.0
Hyundai,2016,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Compact,2dr Hatchback,33.0,27.0,1439.0,23800.0
Hyundai,2016,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3,Compact,2dr Hatchback,33.0,25.0,1439.0,22600.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Passenger Minivan,22.0,16.0,1385.0,31790.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Passenger Minivan,22.0,16.0,1385.0,33790.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1385.0,24040.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1385.0,26340.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Cargo Minivan,24.0,17.0,1385.0,22440.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Passenger Minivan,22.0,16.0,1385.0,29740.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Compact,Passenger Minivan,24.0,17.0,1385.0,21365.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Compact,Passenger Minivan,24.0,17.0,1385.0,22465.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1385.0,31490.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Compact,Passenger Minivan,24.0,17.0,1385.0,25165.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1385.0,29240.0
Chevrolet,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1385.0,30240.0
Chevrolet,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1385.0,30575.0
Chevrolet,2004,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Passenger Minivan,22.0,16.0,1385.0,33625.0
Chevrolet,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1385.0,26675.0
Chevrolet,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Cargo Minivan,24.0,17.0,1385.0,22600.0
Chevrolet,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Compact,Passenger Minivan,24.0,17.0,1385.0,21475.0
Chevrolet,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1385.0,23225.0
Chevrolet,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1385.0,30760.0
Chevrolet,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Cargo Minivan,24.0,17.0,1385.0,23165.0
Chevrolet,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1385.0,26835.0
Chevrolet,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1385.0,23365.0
Toyota,2013,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,31510.0
Toyota,2013,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,25.0,18.0,2031.0,39020.0
Toyota,2013,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,25.0,18.0,2031.0,31120.0
Toyota,2013,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,19.0,2031.0,37570.0
Toyota,2013,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,19.0,2031.0,29670.0
Toyota,2013,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,19.0,2031.0,33330.0
Toyota,2013,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,27850.0
Toyota,2013,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,32960.0
Toyota,2013,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,25.0,18.0,2031.0,34780.0
Toyota,2013,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,29300.0
Toyota,2014,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,19.0,2031.0,29770.0
Toyota,2014,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,25.0,18.0,2031.0,39570.0
Toyota,2014,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,29400.0
Toyota,2014,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,19.0,2031.0,33630.0
Toyota,2014,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,25.0,18.0,2031.0,35080.0
Toyota,2014,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,25.0,18.0,2031.0,31220.0
Toyota,2014,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,27950.0
Toyota,2014,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,19.0,2031.0,38120.0
Toyota,2014,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,31810.0
Toyota,2014,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,33260.0
Toyota,2015,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,25.0,18.0,2031.0,35600.0
Toyota,2015,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,33560.0
Toyota,2015,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,25.0,18.0,2031.0,39940.0
Toyota,2015,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,29065.0
Toyota,2015,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,32110.0
Toyota,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Wagon,26.0,19.0,2031.0,34150.0
Toyota,2015,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26.0,20.0,2031.0,30515.0
Hyundai,2010,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22.0,16.0,1439.0,35895.0
Hyundai,2010,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,23.0,17.0,1439.0,28145.0
Hyundai,2010,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,23.0,17.0,1439.0,34195.0
Hyundai,2010,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22.0,16.0,1439.0,30045.0
Hyundai,2011,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,22.0,17.0,1439.0,28345.0
Hyundai,2011,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,22.0,17.0,1439.0,34395.0
Hyundai,2011,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21.0,16.0,1439.0,36095.0
Hyundai,2011,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21.0,16.0,1439.0,30245.0
Hyundai,2012,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21.0,16.0,1439.0,30245.0
Hyundai,2012,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21.0,16.0,1439.0,36195.0
Hyundai,2012,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,22.0,17.0,1439.0,34495.0
Hyundai,2012,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,22.0,17.0,1439.0,28345.0
Buick,2015,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32.0,21.0,155.0,21065.0
Buick,2015,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,21.0,155.0,29215.0
Buick,2015,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32.0,21.0,155.0,27050.0
Buick,2015,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32.0,21.0,155.0,25020.0
Buick,2015,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32.0,21.0,155.0,23380.0
Buick,2016,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32.0,21.0,155.0,23480.0
Buick,2016,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32.0,21.0,155.0,24475.0
Buick,2016,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32.0,21.0,155.0,24065.0
Buick,2016,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32.0,21.0,155.0,21065.0
Buick,2016,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32.0,21.0,155.0,26505.0
Buick,2016,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,21.0,155.0,28670.0
Buick,2017,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31.0,21.0,155.0,21065.0
Buick,2017,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31.0,21.0,155.0,26555.0
Buick,2017,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31.0,21.0,155.0,24115.0
Suzuki,2004,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25.0,17.0,481.0,17199.0
Suzuki,2004,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25.0,17.0,481.0,20199.0
Suzuki,2004,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25.0,17.0,481.0,18499.0
Suzuki,2005,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25.0,18.0,481.0,19349.0
Suzuki,2005,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25.0,18.0,481.0,21049.0
Suzuki,2005,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25.0,18.0,481.0,17549.0
Suzuki,2005,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25.0,18.0,481.0,20549.0
Suzuki,2006,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25.0,17.0,481.0,20299.0
Suzuki,2006,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25.0,17.0,481.0,18299.0
Nissan,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40.0,31.0,2009.0,17930.0
Nissan,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40.0,31.0,2009.0,18660.0
Nissan,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40.0,31.0,2009.0,17960.0
Nissan,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40.0,31.0,2009.0,16330.0
Nissan,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40.0,31.0,2009.0,15430.0
Nissan,2015,regular unleaded,109.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,36.0,27.0,2009.0,14180.0
Nissan,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40.0,31.0,2009.0,17530.0
Nissan,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40.0,31.0,2009.0,16380.0
Nissan,2016,regular unleaded,109.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,36.0,27.0,2009.0,14230.0
Nissan,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40.0,31.0,2009.0,17980.0
Nissan,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40.0,31.0,2009.0,18710.0
Nissan,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,40.0,31.0,2009.0,15480.0
Nissan,2017,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,39.0,31.0,2009.0,15480.0
Nissan,2017,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,39.0,31.0,2009.0,17980.0
Nissan,2017,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,39.0,31.0,2009.0,16380.0
Nissan,2017,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,39.0,31.0,2009.0,18710.0
Nissan,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,40.0,31.0,2009.0,13990.0
Nissan,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,40.0,31.0,2009.0,15530.0
Nissan,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,40.0,31.0,2009.0,16890.0
Nissan,2015,regular unleaded,109.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,36.0,27.0,2009.0,11990.0
Nissan,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,40.0,31.0,2009.0,17590.0
Nissan,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,35.0,26.0,2009.0,13490.0
Nissan,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,40.0,31.0,2009.0,14040.0
Nissan,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,35.0,26.0,2009.0,13540.0
Nissan,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,40.0,31.0,2009.0,15580.0
Nissan,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,40.0,31.0,2009.0,17140.0
Nissan,2016,regular unleaded,109.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,36.0,27.0,2009.0,11990.0
Nissan,2017,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,39.0,31.0,2009.0,17280.0
Nissan,2017,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,35.0,26.0,2009.0,13680.0
Nissan,2017,regular unleaded,109.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,36.0,27.0,2009.0,11990.0
Nissan,2017,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,39.0,31.0,2009.0,14130.0
Nissan,2017,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,39.0,31.0,2009.0,15720.0
Bugatti,2008,premium unleaded (required),495.0,9.0,AUTOMATED_MANUAL,all wheel drive,2,Compact,Coupe,14.0,8.0,820.0,74078.125
Bugatti,2008,premium unleaded (required),495.0,9.0,AUTOMATED_MANUAL,all wheel drive,2,Compact,Coupe,14.0,8.0,820.0,74078.125
Bugatti,2009,premium unleaded (required),495.0,9.0,AUTOMATED_MANUAL,all wheel drive,2,Compact,Coupe,14.0,8.0,820.0,74078.125
Pontiac,2008,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4,Compact,Wagon,33.0,26.0,210.0,16855.0
Pontiac,2009,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,32.0,26.0,210.0,16100.0
Pontiac,2009,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,28.0,21.0,210.0,16495.0
Pontiac,2009,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,28.0,21.0,210.0,20875.0
Pontiac,2009,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,26.0,20.0,210.0,20475.0
Pontiac,2010,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,26.0,20.0,210.0,20275.0
Pontiac,2010,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,32.0,26.0,210.0,16100.0
Pontiac,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,28.0,21.0,210.0,20875.0
Pontiac,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,28.0,21.0,210.0,17445.0
Acura,1992,regular unleaded,176.0,5.0,MANUAL,front wheel drive,4,Midsize,Sedan,24.0,18.0,204.0,2000.0
Acura,1992,regular unleaded,176.0,5.0,MANUAL,front wheel drive,4,Midsize,Sedan,24.0,18.0,204.0,2000.0
Acura,1993,regular unleaded,176.0,5.0,MANUAL,front wheel drive,4,Midsize,Sedan,24.0,18.0,204.0,2000.0
Acura,1993,regular unleaded,176.0,5.0,MANUAL,front wheel drive,4,Midsize,Sedan,24.0,18.0,204.0,2000.0
Acura,1994,regular unleaded,176.0,5.0,MANUAL,front wheel drive,4,Midsize,Sedan,24.0,18.0,204.0,2000.0
Acura,1994,regular unleaded,176.0,5.0,MANUAL,front wheel drive,4,Midsize,Sedan,24.0,18.0,204.0,2000.0
Dodge,2015,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,21.0,12.0,1851.0,74078.125
Dodge,2015,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,21.0,12.0,1851.0,74078.125
Dodge,2015,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,21.0,12.0,1851.0,74078.125
Dodge,2015,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,21.0,12.0,1851.0,74078.125
Dodge,2016,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,21.0,12.0,1851.0,74078.125
Dodge,2016,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,21.0,12.0,1851.0,74078.125
Dodge,2016,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,21.0,12.0,1851.0,74078.125
Dodge,2016,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,21.0,12.0,1851.0,74078.125
Dodge,2016,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,21.0,12.0,1851.0,74078.125
Dodge,2017,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,19.0,12.0,1851.0,74078.125
Dodge,2017,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,19.0,12.0,1851.0,74078.125
Dodge,2017,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,19.0,12.0,1851.0,74078.125
Dodge,2017,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,19.0,12.0,1851.0,74078.125
Dodge,2017,premium unleaded (required),495.0,9.0,MANUAL,rear wheel drive,2,Compact,Coupe,19.0,12.0,1851.0,74078.125
Aston Martin,2012,premium unleaded (required),490.0,9.0,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,18.0,13.0,259.0,74078.125
Aston Martin,2012,premium unleaded (required),490.0,9.0,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,18.0,13.0,259.0,74078.125
Suzuki,2002,regular unleaded,127.0,4.0,AUTOMATIC,rear wheel drive,2,Compact,Convertible SUV,23.0,20.0,481.0,16599.0
Suzuki,2002,regular unleaded,127.0,4.0,AUTOMATIC,four wheel drive,2,Compact,Convertible SUV,23.0,20.0,481.0,17999.0
Suzuki,2002,regular unleaded,127.0,4.0,AUTOMATIC,rear wheel drive,4,Compact,4dr SUV,23.0,20.0,481.0,17799.0
Suzuki,2002,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2,Compact,Convertible SUV,23.0,20.0,481.0,16999.0
Suzuki,2002,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,2,Compact,Convertible SUV,24.0,20.0,481.0,15999.0
Suzuki,2002,regular unleaded,127.0,4.0,MANUAL,four wheel drive,4,Compact,4dr SUV,23.0,20.0,481.0,18199.0
Suzuki,2002,regular unleaded,127.0,4.0,AUTOMATIC,four wheel drive,4,Compact,4dr SUV,23.0,20.0,481.0,19199.0
Suzuki,2002,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,4,Compact,4dr SUV,23.0,20.0,481.0,16799.0
Suzuki,2003,regular unleaded,127.0,4.0,MANUAL,four wheel drive,4,Compact,4dr SUV,23.0,20.0,481.0,18199.0
Suzuki,2003,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2,Compact,Convertible SUV,23.0,20.0,481.0,16999.0
Suzuki,2003,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,2,Compact,Convertible SUV,24.0,20.0,481.0,15599.0
Suzuki,2003,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,4,Compact,4dr SUV,23.0,20.0,481.0,16799.0
Suzuki,2004,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4,Compact,4dr SUV,20.0,17.0,481.0,19199.0
Suzuki,2004,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4,Compact,4dr SUV,20.0,17.0,481.0,17999.0
Suzuki,2004,regular unleaded,165.0,6.0,MANUAL,four wheel drive,4,Compact,4dr SUV,20.0,17.0,481.0,18199.0
Suzuki,2004,regular unleaded,165.0,6.0,MANUAL,rear wheel drive,4,Compact,4dr SUV,21.0,17.0,481.0,16999.0
Chrysler,2001,flex-fuel (unleaded/E85),180.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,22.0,16.0,1013.0,23525.0
Chrysler,2001,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,22.0,18.0,1013.0,19160.0
Chrysler,2002,flex-fuel (unleaded/E85),180.0,6.0,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,22.0,16.0,1013.0,23640.0
Chrysler,2002,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24.0,17.0,1013.0,16430.0
